Drug Name,Drug Info,Usage,Warnings,Side Effects,Drug Interactions Link
Relugolix,"
Generic name: relugolix [ REL-ue-GOE-lix ]
Brand name: Orgovyx
Dosage form: oral tablet (120 mg)
Drug class: Gonadotropin-releasing hormone antagonists",Relugolix is a prescription medicine used to treat advanced prostate cancer (cancer that begins in the prostate [a male reproductive gland]) in adult men. Relugolix belongs to a class of medications called gonadotropin-releasing hormone (GnRH) receptor antagonists. Relugolix tablets work by decreasing the amount of testosterone (a male hormone) produced by the body. This may slow or stop the spread of prostate cancer cells that need testosterone to grow.,"Relugolix may decrease fertility in men. Talk to your doctor about the risks. Relugolix is intended only for use in men. This medicine is not intended for use alone in women, but can be used in combination with other medications for other uses. If you are a male and your female partner can become pregnant, you should use effective contraception during treatment and for 2 weeks after the last dose. Relugolix may harm the fetus.","fast or pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness (like you might pass out);; chest pain or pressure;; sudden numbness or weakness on one side of the body;; little or no urination, pain or burning when you urinate; or; unusual bleeding.",https://www.drugs.com/drug-interactions/relugolix.html
Remeron,"
Generic name: mirtazapine [ mir-TAZ-a-peen ]
Other brand names of mirtazapine include: Remeron, Remeron SolTab
Drug class: Tetracyclic antidepressants",Remeron is an antidepressant. The way mirtazapine works is still not fully understood. It is thought to positively affect communication between nerve cells in the central nervous system and/or restore chemical balance in the brain. Remeron is prescription medicine used to treat a certain type of depression calledMajor Depressive Disorder (MDD)in adults.,"You should not take Remeron if you are also taking tryptophan (sometimes called L-tryptophan). Do not use this medicine if you have used an MAO inhibitor in the past 14 days, such asisocarboxazid,linezolid,methylene blueinjection,phenelzine,tranylcypromineand others.","racing thoughts, decreased need for sleep, unusual risk-taking behavior, feelings of extreme happiness or sadness, being more talkative than usual;; blurred vision, tunnel vision, eye pain or swelling, or seeing halos around lights;; a light-headed feeling, like you might pass out;; severe rash, blisters, or swelling on the palms of your hands or the soles of your feet;; a seizure;; low white blood cell counts- fever, chills, sore throat, cough, sores in your mouth or nose, flu-like symptoms, trouble breathing; or; low sodium level-headache, confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady.","https://www.drugs.com/drug-interactions/mirtazapine,remeron.html"
Remicade,"
Generic name: infliximab [ in-FLIX-ih-mab ]
Drug classes: Antirheumatics, TNF alfa inhibitors","Remicade reduces the effects of a substance in the body that can cause inflammation. Remicade is used to treatrheumatoid arthritis, psoriatic arthritis,ankylosing spondylitisand severe or disabling plaque psoriasis in adults.","You should not use Remicade if you are allergic to infliximab, or if you are also being treated with anakinra (Kineret) or abatacept (Orencia). Using Remicade may increase your risk of developing certain types of cancer, including a rare fast-growing type of lymphoma that can be fatal.Ask your doctor about your specific risk.","skin changes, new growths on the skin;; pale skin, easy bruising or bleeding;; delayed allergic reaction (up to 12 days after receiving Remicade)- fever,sore throat, trouble swallowing, headache, joint ormuscle pain,skin rash, or swelling in your face or hands;; liver problems- right-sided upper stomach pain, loss of appetite, yellowing of your skin or eyes (jaundice), and not feeling well;; lupus-like syndrome- joint pain or swelling, chest discomfort, feeling short of breath, skin rash on your cheeks or arms (worsens in sunlight);; nerve problems- numbness or tingling, problems with vision, weakness in your arms or legs, seizure;; new or worseningpsoriasis- skin redness or scaly patches, raised bumps filled with pus;; signs of heart failure- shortness of breath with swelling of your ankles or feet, rapidweight gain;; signs of a stroke- sudden numbness or weakness, trouble speaking or understanding what is said to you, problems with vision or balance, severe headache;; signs of lymphoma- fever, night sweats,weight loss, stomach pain or swelling, chest pain, cough, trouble breathing, swollen glands (in your neck, armpits, or groin); or; signs of tuberculosis- fever, cough, night sweats, loss of appetite, weight loss, feeling constantly tired.","https://www.drugs.com/drug-interactions/infliximab,remicade.html"
Renflexis,"
Generic name: infliximab-abda
Other brand names of infliximab-abda include: Renflixis
Dosage form: intravenous (infusion) injection
Drug class: TNF alfa inhibitors","Renflexis (infliximab-abda) is a monocloncal antibody used to treat a range of inflammatory autoimmune diseases. Renflexis is a biological drug and one of four biosimilars ofRemicade(infliximab). Biosimilar of Remicade are highly similar versions of the drug, which are designed to have the same effect, but which are not identical.","Renflexis may cause serious side effects, including: 1. Risk of infection","See “Important information” above.; Serious InfectionsSome patients, especially those 65 years and older have had serious infections while receiving infliximab products, such as Renflexis. These serious infections include TB and infections caused by viruses, fungi, or bacteria that have spread throughout the body. Some patients die from these infections. If you get an infection while receiving treatment with Renflexis your doctor will treat your infection and may need to stop your Renflexis treatment.Tell your doctor right away if you have any of the following signs of an infection while receiving or after receiving Renflexis:a feverfeel very tiredhave a coughhave flu-like symptomswarm, red, or painful skinYour doctor will examine you for TB and perform a test to see if you have TB. If your doctor feels that you are at risk for TB, you may be treated with medicine for TB before you begin treatment with Renflexis and during treatment with Renflexis.Even if your TB test is negative, your doctor should carefully monitor you for TB infections while you are receiving Renflexis. Patients who had a negative TB skin test before receiving infliximab products have developed active TB.If you are a chronic carrier of the hepatitis B virus, the virus can become active while you are being treated with Renflexis. In some cases, patients have died as a result of hepatitis B virus being reactivated. Your doctor should do a blood test for hepatitis B virus before you start treatment with Renflexis and occasionally while you are being treated. Tell your doctor if you have any of the following symptoms:feel unwelltiredness (fatigue)poor appetitefever, skin rash, or joint pain; Some patients, especially those 65 years and older have had serious infections while receiving infliximab products, such as Renflexis. These serious infections include TB and infections caused by viruses, fungi, or bacteria that have spread throughout the body. Some patients die from these infections. If you get an infection while receiving treatment with Renflexis your doctor will treat your infection and may need to stop your Renflexis treatment.; Tell your doctor right away if you have any of the following signs of an infection while receiving or after receiving Renflexis:a feverfeel very tiredhave a coughhave flu-like symptomswarm, red, or painful skin; a fever; feel very tired; have a cough; have flu-like symptoms; warm, red, or painful skin; Your doctor will examine you for TB and perform a test to see if you have TB. If your doctor feels that you are at risk for TB, you may be treated with medicine for TB before you begin treatment with Renflexis and during treatment with Renflexis.; Even if your TB test is negative, your doctor should carefully monitor you for TB infections while you are receiving Renflexis. Patients who had a negative TB skin test before receiving infliximab products have developed active TB.; If you are a chronic carrier of the hepatitis B virus, the virus can become active while you are being treated with Renflexis. In some cases, patients have died as a result of hepatitis B virus being reactivated. Your doctor should do a blood test for hepatitis B virus before you start treatment with Renflexis and occasionally while you are being treated. Tell your doctor if you have any of the following symptoms:feel unwelltiredness (fatigue)poor appetitefever, skin rash, or joint pain; feel unwell; tiredness (fatigue); poor appetite; fever, skin rash, or joint pain; Heart FailureIf you have a heart problem called congestive heart failure, your doctor should check you closely while you are receiving Renflexis. Your congestive heart failure may get worse while you are receiving Renflexis. Be sure to tell your doctor of any new or worse symptoms including:shortness of breathswelling of ankles or feetsudden weight gainTreatment with Renflexis may need to be stopped if you get new or worse congestive heart failure.; shortness of breath; swelling of ankles or feet; sudden weight gainTreatment with Renflexis may need to be stopped if you get new or worse congestive heart failure.; Other Heart ProblemsSome patients have experienced a heart attack (some of which led to death), low blood flow to the heart, or abnormal heart rhythm within 24 hours of beginning their infusion of an infliximab product. Symptoms may include chest discomfort or pain, arm pain, stomach pain, shortness of breath, anxiety, lightheadedness, dizziness, fainting, sweating, nausea, vomiting, fluttering or pounding in your chest, and/or a fast or a slow heartbeat. Tell your doctor right away if you have any of these symptoms.; Liver InjurySome patients receiving infliximab products have developed serious liver problems. Tell your doctor if you have:jaundice (skin and eyes turning yellow)dark brown-colored urinepain on the right side of your stomach area (right-sided abdominal pain)feverextreme tiredness (severe fatigue); jaundice (skin and eyes turning yellow); dark brown-colored urine; pain on the right side of your stomach area (right-sided abdominal pain); fever; extreme tiredness (severe fatigue); Blood ProblemsIn some patients receiving infliximab products, the body may not make enough of the blood cells that help fight infections or help stop bleeding. Tell your doctor if you:have a fever that does not go awaybruise or bleed very easilylook very pale; have a fever that does not go away; bruise or bleed very easily; look very pale; Nervous System DisordersSome patients receiving infliximab products have developed problems with their nervous system. Tell your doctor if you have:changes in your visionnumbness or tingling in any part of your bodyweakness in your arms or legsseizuresSome patients have experienced a stroke within approximately 24 hours of their infusion with infliximab products. Tell your doctor right away if you have symptoms of a stroke which may include: numbness or weakness of the face, arm or leg, especially on one side of the body; sudden confusion, trouble speaking or understanding; sudden trouble seeing in one or both eyes, sudden trouble walking, dizziness, loss of balance or coordination or a sudden, severe headache.; changes in your vision; numbness or tingling in any part of your body; weakness in your arms or legs; seizuresSome patients have experienced a stroke within approximately 24 hours of their infusion with infliximab products. Tell your doctor right away if you have symptoms of a stroke which may include: numbness or weakness of the face, arm or leg, especially on one side of the body; sudden confusion, trouble speaking or understanding; sudden trouble seeing in one or both eyes, sudden trouble walking, dizziness, loss of balance or coordination or a sudden, severe headache.; Allergic ReactionsSome patients have had allergic reactions to infliximab products. Some of these reactions were severe. These reactions can happen while you are getting your Renflexis treatment or shortly afterward. Your doctor may need to stop or pause your treatment with Renflexis and may give you medicines to treat the allergic reaction. Signs of an allergic reaction can include:hives (red, raised, itchy patches of skin)difficulty breathingchest painhigh or low blood pressurefeverchillsSome patients treated with infliximab products have had delayed allergic reactions. The delayed reactions occurred 3 to 12 days after receiving treatment with an infliximab product. Tell your doctor right away if you have any of these signs of delayed allergic reaction to Renflexis:feverrashheadachesore throatmuscle or joint painswelling of the face and handsdifficulty swallowing; hives (red, raised, itchy patches of skin); difficulty breathing; chest pain; high or low blood pressure; fever; chillsSome patients treated with infliximab products have had delayed allergic reactions. The delayed reactions occurred 3 to 12 days after receiving treatment with an infliximab product. Tell your doctor right away if you have any of these signs of delayed allergic reaction to Renflexis:feverrashheadachesore throatmuscle or joint painswelling of the face and handsdifficulty swallowing; fever; rash; headache; sore throat; muscle or joint pain; swelling of the face and hands; difficulty swallowing; Lupus-like SyndromeSome patients have developed symptoms that are like the symptoms of Lupus. If you develop any of the following symptoms, your doctor may decide to stop your treatment with Renflexis.chest discomfort or pain that does not go awayshortness of breathjoint painrash on the cheeks or arms that gets worse in the sun; chest discomfort or pain that does not go away; shortness of breath; joint pain; rash on the cheeks or arms that gets worse in the sun; PsoriasisSome people receiving infliximab products had new psoriasis or worsening of psoriasis they already had. Tell your doctor if you develop red scaly patches or raised bumps on the skin that are filled with pus. Your doctor may decide to stop your treatment with Renflexis.","https://www.drugs.com/drug-interactions/infliximab,renflexis.html"
Repaglinide,"
Generic name: repaglinide (oral) [ re-PAG-li-nide ]
Brand name: Prandin
Dosage form: oral tablet (0.5 mg; 1 mg; 2 mg)
Drug class: Meglitinides",Repaglinide is used together with diet and exercise to improve blood sugar control in adults with type 2diabetes mellitus.repaglinide is not for treating type 1 diabetes. Repaglinide may also be used for purposes not listed in this medication guide.,"You should not use repaglinide if you havetype 1 diabetes, severeliver disease, ordiabetic ketoacidosis. You should not use repaglinide together withgemfibrozilor NPH insulin (such as isophane insulin).","pale or yellowed skin, dark colored urine, fever, confusion or weakness; or; pancreatitis--severe pain in your upper stomach spreading to your back, nausea and vomiting.",https://www.drugs.com/drug-interactions/repaglinide.html
Repatha,"
Pronunciation: ri-PAth-a
Generic name: evolocumab
Dosage form: prefilled single-dose SureClick autoinjector (140 mg/mL), prefilled single-dose syringe (140 mg/mL), single-dose Pushtonex system (420 mg/3.5mL; on-body infusor with prefilled cartridge)
Drug class: PCSK9 inhibitors","Repatha is used to lower high cholesterol alongside dietary changes and to reduce the risk of major cardiovascular events in those with cardiovascular disease, such as death from cardiovascular disease, heart attack, stroke, angina requiring hospitalization, or certain types of heart surgery. It is given as an injection under the skin (subcutaneously), every 2 weeks or 1 time each month.",,"Cold symptoms like a runny nose and sore throat; Flu or flu-like symptoms; Back pain; High blood sugar/diabetes; Injection site reactions such as redness, pain, or bruising.","https://www.drugs.com/drug-interactions/evolocumab,repatha.html"
Requip,"
Generic name: ropinirole (oral) [ roe-PIN-i-role ]
Other brand names of ropinirole (oral) include: Requip, Requip XL
Drug class: Dopaminergic antiparkinsonism agents","Requip is adopaminergic agentand it has some of the same effects as dopamine, a naturally occuring chemical found in your body. Low levels of dopamine in the brain are associated with Parkinson's disease. Requip is used to treat symptoms ofParkinson's disease(stiffness, tremors, muscle spasms, and poor muscle control). Ropinirole is also used to treatrestless legs syndrome(RLS).","Requip may cause you to fall asleep during normal daytime activities such as working, talking, eating, or driving. You may fall asleep suddenly, even after feeling alert. Tell your doctor if you have any problems with daytime sleepiness or drowsiness. If you are unsure of how this medicine will affect you, be careful if you drive or do anything that requires you to be awake and alert. You may have increased sexual urges, unusual urges to gamble, or other intense urges while taking this medication. Talk with your doctor if you believe you have any intense or unusual urges while taking Requip.","extreme drowsiness, falling asleep suddenly (even after feeling alert);; worsening or no improvement in your symptoms;; a light-headed feeling, like you might pass out;; unusual changes in mood or behavior;; tremors, twitching uncontrollable muscle movements; or; hallucinations (seeing or hearing things that are not real).","https://www.drugs.com/drug-interactions/ropinirole,requip.html"
Restasis,"
Generic name: cyclosporine ophthalmic [ SYE-kloe-SPOR-een-off-THAL-mik ]
Other brand names of cyclosporine ophthalmic include: Cequa, Restasis, Restasis multidose
Drug class: Miscellaneous ophthalmic agents",Restasis eye drops containcyclosporinewhich is an immunosuppressant. Cyclosporine can increase tear production that has been reduced by inflammation in the eye(s). Restasis eye drops are used to treat chronic dry eye that may be caused by inflammation.,"Do not touch the Restasis dropper on to any surface, including the eyes or hands. The dropper is sterile. If it becomes contaminated (dirty), it could cause an infection in the eye(s). Do not use this medicine while wearing contact lenses. Contact lenses may be reinserted 15 minutes following the administration of Restasis eye drops, unless otherwise directed by your doctor.","eye pain; or; eye swelling, redness, severe discomfort, crusting or drainage (may be signs of infection).","https://www.drugs.com/drug-interactions/cyclosporine-ophthalmic,restasis.html"
Restoril,"
Generic name: temazepam [ te-MAZ-e-pam ]
Drug class: Benzodiazepines",Restoril is abenzodiazepine(ben-zoe-dye-AZE-eh-peen). Temazepam affects chemicals in the brain that may be unbalanced in people with sleep problems (insomnia). Restoril is used to treatinsomnia(trouble falling or staying asleep).,"Restoril can slow or stop your breathing, especially if you have recently used an opioid medication, alcohol, or other drugs that can slow your breathing. Never take Restoril if you do not have at least 7 to 8 hours to sleep before being active again.","confusion,agitation, hallucinations;; depressed mood; or; thoughts of suicide or hurting yourself.","https://www.drugs.com/drug-interactions/temazepam,restoril.html"
Retevmo,"
Pronunciation: reh-TEHV-moh
Generic name: selpercatinib
Dosage form: oral capsule, oral tablet
Drug class: Multikinase inhibitors","Retevmo (selpercatinib) is an oral kinase inhibitor that may be used to treat the following cancers caused by abnormal RET (rearranged during transfection) genes: Retevmo is also approved under theaccelerated approval designationforadults and children aged 2 years and olderwith locally advancedsolid tumors(cancers) or solid tumors associated with abnormal RET genes that have spread or gotten worse (progressed) after other treatments, or who have no satisfactory alternative treatment options.",,"swelling of your arms, legs, hands, and feet (edema); diarrhea; tiredness; dry mouth; high blood pressure; stomach-area (abdominal) pain; constipation; rash; nausea; headache.","https://www.drugs.com/drug-interactions/selpercatinib,retevmo.html"
Revlimid,"
Generic name: lenalidomide
Dosage form: capsules (2.5 mg, 5 mg, 10 mg, 15 mg, 20 mg, 25 mg)
Drug classes: Miscellaneous antineoplastics, Other immunosuppressants","Revlimid is a medication used to treat types ofmultiple myeloma,mantle cell lymphoma,follicular lymphoma,marginal zone lymphoma,and anemia inmyelodysplastic syndromes(MDS) in adults. Revlimid helps to slow cancer growth, block new blood vessel growth in tumors, and help the immune system fight cancer. Revlimid is available as capsules that are taken once a daily. Revlimid received FDA approval on December 27, 2005.  The active ingredient, sometimes called the generic name, is lenalidomide.","Never use Revlimid if you are pregnant. Even one dose of lenalidomide can cause severe, life-threatening birth defects or death of a baby if the mother or the father is taking this medicine at the time of conception or during pregnancy. Use birth control to prevent pregnancy, whether you are a man or a woman.","cold symptomssuch as stuffy nose, sneezing, sore throat;; sleep problems, tiredness;; weakness;; headache;; tremors;; nosebleed;; muscle cramps;; joint pain;; shortness of breath;; fever, cough, tiredness;; itching, rash, swelling; or; stomach pain, nausea, vomiting, diarrhea,constipation.","https://www.drugs.com/drug-interactions/lenalidomide,revlimid.html"
Rexulti,"
Pronunciation: REX-ul-TE
Generic name: brexpiprazole
Dosage form: oral tablet (0.25 mg, 0.5 mg, 1 mg, 2 mg, 3 mg, 4 mg)
Drug class: Atypical antipsychotics","Rexulti is an antipsychotic used to treat major depressive disorder, schizophrenia, or agitation associated with dementia due to Alzheimer’s disease. It is an oral tablet that is taken once a day. Rexulti’s mechanism of action involves adjusting the imbalance of natural chemicals in the brain (also called neurotransmitters), such as dopamine and serotonin. These neurotransmitters help cells to send messages to each other. An imbalance of these natural chemicals is thought to be associated with several psychiatric conditions, including schizophrenia, depression, and agitation associated with dementia due to Alzheimer’s disease (seeWhat is Rexulti used for and how well does it work?).",,weight gain (seeWhy does Rexulti cause weight gain?for more information); sleepiness; dizziness; common cold symptoms; restlessness or feeling like you need to move (akathisia).,
Reyvow,"
Generic name: lasmiditan [ las-MID-i-tan ]
Drug class: Antimigraine agents",Reyvow is a serotonin (5-HT) 1F receptor agonist. Reyvow is used in adults to treatmigraineheadaches with or without aura.,"Reyvow is a federally controlled substance (CV) because it contains lasmiditan that can be a target for people who abuse prescription medicines or street drugs. Keep this medicine in a safe place to protect it from theft. Never give your Reyvow to anyone else, because it may harm them.Selling or giving away Reyvow is against the law.Tell your healthcare provider if you have ever abused or been dependent on alcohol, prescription medicines or street drugs.","dizziness, drowsiness;; feeling tired; or; numbness or tingling.","https://www.drugs.com/drug-interactions/lasmiditan,reyvow.html"
Rezdiffra,"
Pronunciation: rez-di-frah
Generic name: resmetirom
Dosage form: oral tablets (60mg, 80mg, 100mg)
Drug class: Miscellaneous metabolic agents","Rezdiffra is used to treatnonalcoholic steatohepatitis(NASH) in adults who have moderate to advanced liver scarring (fibrosis), but do not have decompensatedliver cirrhosis. It is used alongside diet and exercise and is an oral tablet taken 1 time a day. Rezdiffra (resmetirom) gained FDA approval on March 14, 2024, under the accelerated approval scheme, which means continued approval may be based on the results of further clinical trials. It was the first drug to be approved for advanced liver disease. There is no generic.","May cause liver toxicity. Your healthcare provider will monitor you for increases in your liver enzyme levels and the development of liver-related side effects. Should not be used in people with moderate-to-severe liver disease (Child-Pugh Class B or C). Gallbladder-related side effects, such as cholelithiasis and cholecystitis have been associated with Rezdiffra. Your healthcare provider will monitor you for these and may conduct further diagnostic tests if appropriate.","Liver injury (hepatotoxicity). Stop taking Rezdiffra and call your healthcare provider right away if you develop:; tiredness; fever; pain or tenderness in the upper middle or upper right area of your stomach (abdomen); nausea; rash; vomiting; your skin or the white part of your eyes turns yellow (jaundice); Gallbladder problems. Problems such as gallstones, inflammation of the gallbladder, or inflammation of the pancreas from gallstones can occur because of NASH or Rezdiffra. Call your healthcare provider right away if you develop nausea, vomiting, fever, or pain in your stomach area (abdomen) that is severe and will not go away. The pain may be felt going from your abdomen to your back and the pain may happen with or without vomiting.","https://www.drugs.com/drug-interactions/resmetirom,rezdiffra.html"
Rifampin,"
Generic name: rifampin (oral/injection) [ rif-AM-pin ]
Brand names: Rifadin, Rifadin IV, Rimactane
Dosage forms: intravenous powder for injection (600 mg), oral capsule (150 mg; 300 mg)
Drug class: Rifamycin derivatives","Rifampin is an antibiotic that is used to treat or preventtuberculosis(TB). Rifampin may also be used to reduce certain bacteria in your nose and throat that could cause meningitis or other infections. Rifampin prevents you from spreading these bacteria to other people, butrifampin will not treat an active meningitis infection.","Tell your doctor about all your current medicines and any you start or stop using.Many drugs can interact, and some drugs should not be used together. You should not use  rifampin if you are allergic to rifampin or similar medicines such as rifabutin,rifapentine, rifamycin, or rifaximin.","severe stomach pain, diarrhea that is watery or bloody;; chest pain, cough,shortness of breath;; a light-headed feeling, like you might pass out;; easy bruising, unusual bleeding (nosebleeds, bleeding gums);; pounding heartbeats or fluttering in your chest;; flu symptoms--fever, chills, body aches, headache, weakness, nausea, vomiting; or; liver problems--upper stomach pain, tiredness, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes).",https://www.drugs.com/drug-interactions/rifampin.html
Rifaximin,"
Generic name: rifaximin [ rif-AX-i-min ]
Brand name: Xifaxan
Dosage form: oral tablet (200 mg; 550 mg)
Drug class: Miscellaneous antibiotics",Rifaximin is used to treat travelers' diarrhea caused by Escherichia coli (E. coli) in adults and children who are at least 12 years old. Most people get this infection by eating food or drinking fluids that have been contaminated with the E. coli bacteria. Rifaximin is also used to treatirritable bowel syndrome(IBS) in adults whose main symptom is diarrhea.,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use. You should not take  rifaximin if you are allergic to rifaximin,rifabutin, rifampin, orrifapentine.","severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose);; fever; or; fluid build-up around the stomach--rapid weight gain, stomach pain and bloating, trouble breathing while lying down.",https://www.drugs.com/drug-interactions/rifaximin.html
Rimegepant,"
Generic name: rimegepant [ ri-ME-je-pant ]
Brand name: Nurtec ODT
Drug class: CGRP inhibitors","Rimegepant is a prescription medicine used by adults to treat migraines (with or without aura) when they occur and also to prevent episodic migraines. Rimegepant works to reducemigrainesymptoms of headache, nausea, vomiting, light sensitivity and sound sensitivity, by blocking CGRP receptors. This medicine may reduce the number of monthly migraine days when taken to prevent episodic migraines. Rimegepant is an orally disintegrating tablet (ODT) that dissolves in the mouth without the need to take it with a glass of water. Because the tablet dissolves in the mouth it is absorbed into the bloodstream quickly, with the highest blood concentrations reached after one and a half hours.",It is not known if it is safe to take rimegepant ODT for more than 15 migraine headaches in 30 days. Rimegepant ODT can be taken 1 time each day as needed. You should not take more than 1 tablet in 24 hours.,"aprepitant;; erythromycin;; fluconazole; or; heart or blood pressure medicine-diltiazem,verapamil.",https://www.drugs.com/drug-interactions/rimegepant.html
Rinvoq,"
Pronunciation: Rin-VOKE
Generic name: upadacitinib
Other brand names of upadacitinib include: Rinvoq, Rinvoq LQ
Dosage form: oral extended-release tablets (15 mg, 30 mg, and 45 mg), oral solution (1 mg/mL)
Drug class: Antirheumatics",Rinvoq (upadacitinib) is an oral Janus kinase (JAK) inhibitor that may be used alone or in combination with other medications to treat several conditions that have inflammation as a characteristic symptom. It works by decreasing the activity of the immune system. Rinvoq may be used to treat: Other conditions that Rinvoq may be used to treat include:,"Rinvoq carries aBoxed Warningfor serious infections, mortality, cancer, major adverse cardiovascular events, and thrombosis. Taking Rinvoq may increase your risk of life-threatening medical problems, including serious infections, a hole or tear in your digestive tract, a heart attack or stroke, blood clots, orcancer. A higher rate of serious infections was observed with Rinvoq 30 mg tablets compared to 15 mg tablets.","fever, swollen glands, night sweats;; vomiting,diarrhea,weight loss;; a new skin lesion, or a mole that has changed in size or color;; weakness on one side of your body, problems with speech or vision;; changes in your mental state;; blood in your urine, burning when you urinate, little or no urination; or; tenderness near the transplanted kidney.","https://www.drugs.com/drug-interactions/upadacitinib,rinvoq.html"
Risdiplam,"
Generic name: risdiplam [ ris-DIP-lam ]
Brand name: Evrysdi
Dosage forms: oral powder for reconstitution (0.75 mg/mL), oral tablet (5 mg)
Drug class: Miscellaneous uncategorized agents",Risdiplam is used to treat a genetic condition calledspinal muscular atrophyin children and adults. Risdiplam may also be used for purposes not listed in this medication guide.,"Use only as directed. Tell your doctor if you use other medicines or have other medical conditions or allergies. If you are pregnant, your name may be listed on a pregnancy registry to track the effects of risdiplam on the baby.","fever,cough, or lunginfection;; vomiting,diarrhea,constipation;; rash; or; cold symptomssuch as stuffy nose, sneezing,sore throat.",https://www.drugs.com/drug-interactions/risdiplam.html
Risedronate,"
Generic name: risedronate [ ris-ED-roe-nate ]
Brand names: Actonel, Atelvia
Dosage forms: oral delayed release tablet (35 mg), oral tablet (150 mg; 30 mg; 35 mg; 5 mg)
Drug class: Bisphosphonates","Risedronate is used to treatosteoporosiscaused bymenopause, or steroid use.  risedronate is for use when you have a high risk ofbone fracturedue to osteoporosis. Risedronate is also used to treatPaget's diseaseof bone.","You should not take risedronate if you have problems with your esophagus, or low levels of calcium in your blood. Do not take risedronate if you cannot sit upright or stand for at least 30 minutes after taking the medicine.","chest pain, new or worseningheartburn;; difficulty or pain when swallowing;; pain or burning under the ribs or in the back;; severe heartburn, burning pain in your upper stomach, or coughing up blood;; new or unusual pain in your thigh or hip;; jaw pain, numbness, or swelling;; severe joint, bone, ormuscle pain; or; low calcium levels--muscle spasms or contractions, numbness or tingly feeling (around your mouth, or in your fingers and toes).",https://www.drugs.com/drug-interactions/risedronate.html
Risperdal,"
Generic name: risperidone (oral) [ ris-PER-i-done ]
Drug class: Atypical antipsychotics",Risperdal is anantipsychotic medicinethat works by changing the effects of chemicals in the brain. Risperdal is used to treatschizophreniain adults and children who are at least 13 years old.,Risperdal is not approved for use in older adults withdementia-relatedpsychosis. Do not give Risperdal to a child without a doctor's advice.,"uncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking or eye movement);; breast swelling or tenderness (in men or women), nipple discharge,impotence, lack of interest in sex, missed menstrual periods;; severe nervous system reaction- very stiff (rigid) muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, feeling like you might pass out;; low white blood cells- sudden weakness or ill feeling, fever, chills,sore throat, mouth sores, red or swollen gums, trouble swallowing, skin sores, cold or flu symptoms, cough, trouble breathing;; low levels of platelets in your blood- easy bruising, unusual bleeding (nose, mouth, vagina, or rectum), purple or red pinpoint spots under your skin;; high blood sugar- increased thirst, increased urination, dry mouth, fruity breath odor; or; penis erection that is painful or lasts 4 hours or longer.","https://www.drugs.com/drug-interactions/risperidone,risperdal.html"
Risperidone,"
Generic name: risperidone (oral) [ ris-PER-i-done ]
Brand name: Risperdal
Drug class: Atypical antipsychotics",Risperidoneis an antipsychotic medicine that works by changing the effects of chemicals in the brain. Risperidone is used to treatschizophreniain adults and children who are at least 13 years old.,Risperidone is not approved for use in older adults withdementia-relatedpsychosis. Do not give risperidone to a child without a doctor's advice.,"uncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking or eye movement);; breast swelling or tenderness (in men or women), nipple discharge,impotence, lack of interest in sex, missed menstrual periods;; severe nervous system reaction- very stiff (rigid) muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, feeling like you might pass out;; low white blood cells- sudden weakness or ill feeling, fever, chills,sore throat, mouth sores, red or swollen gums, trouble swallowing, skin sores, cold or flu symptoms, cough, trouble breathing;; low levels of platelets in your blood- easy bruising, unusual bleeding (nose, mouth, vagina, or rectum), purple or red pinpoint spots under your skin;; high blood sugar- increased thirst, increased urination, dry mouth, fruity breath odor; or; penis erection that is painful or lasts 4 hours or longer.",https://www.drugs.com/drug-interactions/risperidone.html
Ritalin,"
Generic name: methylphenidate (oral) [ METH-il-FEN-i-date ]
Other brand names of methylphenidate (oral) include: Ritalin tablets, Ritalin LA capsules
Drug class: CNS stimulants","Ritalin is a central nervous system stimulant. Methylphenidate affects chemicals in the brain and nerves that contribute to hyperactivity and impulse control. Ritalin is used to treat attention deficit disorder (ADD),attention deficit hyperactivity disorder (ADHD), andnarcolepsy.","Ritalin may be habit-forming. Tell your doctor if you have a history of drug or alcohol addiction. Keep the medication where others cannot get to it. Misuse of Ritalin can cause addiction, overdose, or death. Tell your doctor if you have had problems with drug or alcohol abuse.","signs of heart problems- chest pain, trouble breathing, feeling like you might pass out;; signs of psychosis- hallucinations (seeing or hearing things that are not real), new behavior problems, aggression, hostility, paranoia;; signs of circulation problems- numbness, pain, cold feeling, unexplained wounds, or skin color changes (pale, red, or blue appearance) in your fingers or toes; or; penis erection that is painful or lasts 4 hours or longer.","https://www.drugs.com/drug-interactions/methylphenidate,ritalin.html"
